AT1G02820	15086800,16299181,17092320,18318901,18452589,18650403,18775970,20226671,22127738,23791732,25005920
AT1G02830	11598216,17934214
AT1G02830.1	17934214
AT1G02840	10809003,10652154,10215626,12176998,15034145,15133128,15166240,15686520,16024589,16497658,18775970,16895966,20884799,21935421
AT1G02850	15341629,15584951,15824099,16489130,17163880,18650403,18753285,18775970,15604686,23682113
AT1G02860	11983057,15122012,15644464,16339806,17182867,17355433,18178671,18753285,19854858,21455488,24122828,24474629
AT1G02860.1	17885809,18552353
AT1G02870	15695462,18315867,18753285,21908688
AT1G02880	17611796,18650403,18753285
AT1G02890	14576160,18650403,18775970
AT1G02900	12611624,16173598,16531500,16673935,18775699,18494498,24620000
AT1G02910	14576160,16531500,19574473,20923938
AT1G02910.1	18431481
AT1G02920	12090627,12169696,12376638,12368493,12535341,12609038,12671088,12805589,12881503,10785664,15010611,15047898,15208337,15276439,15371352,15347784,15494554,15610358,15618427,15728340,15539469,15720685,15829605,14742872,16055689,16088002,16183833,16502469,16547123,16531500,16776300,16766691,16925600,17028151,17163880,17376161,17369372,17828791,18178967,18650403,18684332,19174456,19857612,20018591,20736450,22633844,23009097
AT1G02920.1	15159623,15539469,16502469,16526091,17075075,17028151,17376161,17916636,18467450
AT1G02930	10550898,9881167,9501110,8075396,8253194,11123796,11532166,12090627,12492832,12881503,14671022,10785664,15069083,15159623,15247375,11971132,15879447,16169957,16829588,17013749,17928299,18541338,18650403,18944680,19067976,19054359,19174456,20031254,20018591,19995345,20180920,20118269,20331431,21054438,21239642,21631432,21735195,22007023,22633844,23661340
AT1G02930.1	12492832,14671022,15159623,15539469,16287169,16502469,16526091,17075075,17028151,17916636,18467450
AT1G02940	12090627,12912986,14671022,15159623,15807784,17194769,17478635,18772308
AT1G02940.1	12090627,12912986,14671022
AT1G02950	12090627,15159623,18650403,22529284,22633844
AT1G02960	12372144
AT1G02965.1	
AT1G02970	11971144,17209125,19880799,20647223,20706207,21498679,21558458,21220338,22452972,22589469,23065633,23536609
AT1G02970.1	8220477,15686519,16856985,17209125,17327483,18434413,18528439
AT1G02980	12058059,12383089,12615944,12795696,15618422,15860010,16720694,20736450
AT1G02980.1	12938931
AT1G02990	20687615
AT1G03000	11378467,11389979,12913156,14671017,14745029,15787611,10961948,16615871,17478547,17544464,19246395,20687615,20969679,21487094,23150599
AT1G03000.1	
AT1G03010	15749712,18230180,19714218
AT1G03020	12169696,15632145,16720602,17061125,17031546
AT1G03022	17395691
AT1G03022.1	17395691
AT1G03030	20736450
AT1G03030.1	18431481
AT1G03040	11118137,12679534,12897250,14600211,15287975
AT1G03040.1	11118137,12679534
AT1G03050	12912986,14500793,18775970,20736450
AT1G03050.1	12912986
AT1G03055	20226671,22623516,24434551
AT1G03060	12690443,14576160,14672542,16481336,18775970,19392685,19626137,20733066
AT1G03060.1	12690443
AT1G03070	17085506,17888165,18775970,21838868,23888068
AT1G03080	16367961,21284606,22645532,22840520
AT1G03080.1	17317660
AT1G03090	11401427,11406611,12753585,12753580,14973164,15821981,15784138,15860015,16514558,16632591,18156294,18053238,18650403,18616834,19291320,20018591,21224340,22211474
AT1G03090.1	15821981,18385124
AT1G03090.2	15821981,18385124
AT1G03100	12782738
AT1G03103	11152613,20032078
AT1G03106	16500993
AT1G03106.1	
AT1G03110	15695462,18775970,20836892
AT1G03120	10412913,12175017,18318901,25005920
AT1G03130	11826309,12794067,14576160,14730673,14729914,14996217,15322131,16299171,16463051,16927206,18178671,18557832,18650403,18633119,20392519,23281391
AT1G03130.1	11826309,12938931,14729914,15028209,15322131,17432890,18633119
AT1G03140	18650403,18775970,23877244
AT1G03150	18650403
AT1G03160	14576160,16617119,16916443,23963675
AT1G03160.1	18431481
AT1G03160.2	18431481
AT1G03170	21176196,22319055
AT1G03180	18315867,18775970
AT1G03190	12857822,12969430,15155891,15645454,9771713,18515112,20706207,22908040,24157211,24553752
AT1G03190.1	9414549,7498749,15645454,15923322,16623910
AT1G03200	14535883
AT1G03210	18650403,18775970
AT1G03220	11351099,14595688,15047898,15235117,15295017,15593128,15769804,16081496,16262716,16618929,16980540,18805951,18796151,18775970,20442276,20736450
AT1G03220.1	11351099,14595688,15593128,16618929,17432890,17526915,17916636,21166475
AT1G03230	14576160,15593128,15769804,18805951,18796151,20736450
AT1G03230.1	15593128,17526915,17916636
AT1G03240	18775970
AT1G03250	18775970
AT1G03260	14576160,18775970
AT1G03260.1	
AT1G03270	16607029
AT1G03280	17675552,18650403,18775970
AT1G03290	12753585,14973164,18650403,18805951,20736450
AT1G03300	15923328,19795213,20736450
AT1G03310	12805619,15347792,15743447,15849301,17028209,18650403,18815382,19074683,22789914,23019330,23393426,24027240,23952574,24098685,24642810,25014622
AT1G03310.1	9761796,12068097,15849301,15862090,17890231,18431481
AT1G03310.2	18431481
AT1G03330	18315867,18650403,21142222,23221597,23620288
AT1G03340	20736450
AT1G03340.1	
AT1G03350	15449379,18775970,20736450
AT1G03350.1	
AT1G03360	11809881,15695462
AT1G03360.1	
AT1G03365	11983057
AT1G03370	15047898,15269331,18201690,18650403,18775970
AT1G03380	15860012,16920880
AT1G03380.1	15860012
AT1G03390	18433503
AT1G03390.1	
AT1G03400	7579161,12805619,17616511,18452589,18650403
AT1G03400.1	7579161
AT1G03410	7579161,20736450
AT1G03420	16552445,18650403,22487254
AT1G03430	10050311,9804162,11828030,11193423,17122069,18625081,21569135,23124324,23487796,24244460
AT1G03430.1	18625081
AT1G03440	11751054,17227549,20736450,21477822
AT1G03440.1	11751054,16280546
AT1G03445	14977918,17138891,17873094,18775970,16672972,20192752,20387035,21855796,22995285
AT1G03457	14977918,18775970,20687615,21120628,23437850
AT1G03470	12169696,14977918,22840520
AT1G03475	11489187,12777052,15632054,15632092,16244444,17828791,20118269,23462936,24023856,24064926
AT1G03475.1	8219054,15028209,18431481,18538804,18633119,16207701
AT1G03490	11118137,15029955
AT1G03490.1	11118137
AT1G03495	16387852,17085508,17425720,18757557
AT1G03502	
AT1G03502.1	
AT1G03506	
AT1G03506.1	
AT1G03515	8980477
AT1G03530	15695462,12515383
AT1G03540.1	
AT1G03550	18775970,21633931,22253603
AT1G03550.1	
AT1G03560	16709272,16951057
AT1G03570	8980477
AT1G03590	12912986,15130549,19021904,22645532
AT1G03590.1	12912986,17317660,18036199
AT1G03600	11719511,11826309,14576160,14729914,15322131,16897475,17705847,17827269,18431481,18650403,20444695,19697957
AT1G03600.1	11826309,14729914,15028209,15322131,18036199,18431481
AT1G03610	16081496,16258011,18775970
AT1G03620	18775970,20736450
AT1G03630	10838072,9808724,9490750,9351249,8790286,8624514,8624438,7659751,1581573,1714319,11115885,11800397,11785941,11866453,16228453,12242369,12226519,12848821,14581621,14688290,15322131,15546351,15842619,17261815,18591656,18650403,19222806,17202255,18441218,20012672,22031838,22102866,22278767,22212719,25101599
AT1G03630.1	10838072,11785941,12938931,15028209,15322131,18431481
AT1G03630.2	18431481
AT1G03640	8980477
AT1G03650	20736450
AT1G03660	14576160,17227549,18650403,20736450
AT1G03670	17656846
AT1G03670.1	
AT1G03680	10580150,11169189,11826309,16923014,18650403,19259774,22442409
AT1G03680.1	11826309,15619004,16648217,16923014,18431481,18538804,18633119,16207701,19259774
AT1G03687	18315867
AT1G03700	24920445
AT1G03720	19291320,20736450
AT1G03730	16980540
AT1G03740	12912986,15078335,15686519,18184068,18650403,21477822
AT1G03740.1	12912986,15686519
AT1G03740.2	15686519
AT1G03743	
AT1G03743.1	
AT1G03746	
AT1G03746.1	
AT1G03750	14576160,16489130,16547115,17227544,18650403,18822296,18775970,20736450
AT1G03750.1	11641064,17432890,17526749
AT1G03760	18775970,20736450
AT1G03770	11983057,19097900,21060339,21701597
AT1G03770.1	
AT1G03780	12169696,18941054,20736450,22150830,22301959,24006426
AT1G03780.1	12938931
AT1G03780.2	
AT1G03790	11118137,14982972,16504176,18221561,18487351,20173417,21467583,23148892,23421766,22483719,22948663,24377444,24326588
AT1G03790.1	11118137
AT1G03800	9687012,11118137,11487705,16937017,17138700,17551672,18442469,20736450
AT1G03800.1	9687012,11118137,16021341,16407444
AT1G03810	14576160,20736450
AT1G03820	12177459,15618413,16648215,18650403
AT1G03830	21284606
AT1G03840	11118137,15208423,15236668,16640459,16813575,16784536,21935722,22037706,24821766
AT1G03840.1	11118137
AT1G03840.2	
AT1G03850	14576160,15632145,15546358,16212609,16258011,16720602,16648214,16766691,16901781,17061125,17031546,17189325,17181774,17217462,17496105,18178671,18305208,18650403,21632542,21756272,21963612,24451981
AT1G03850.1	16212609
AT1G03850.2	21963612
AT1G03860	11743115,12586869,12837548,14671022,15215502,15276431,15539469,16618929,18189341,20197505,23782494
AT1G03860.1	11743115,14671022,15028209,15276431,15539469,16287169,16618929,17151019,18189341,18385124
AT1G03860.2	15539469,16287169,17151019,18385124
AT1G03860.3	15539469,16287169,17151019,18385124
AT1G03870	11554470,12068095,12177459,12481097,12805588,14645732,15047898,15235117,15347784,16244449,16367961,16553894,16635983,17435085,18552355,20202165,20736450
AT1G03870.1	11554470,12805588,17644812,14517339
AT1G03880	2013284,12417707,12657652,14682612,15085429,15047898,15047896,15319476,15908592,15912356,16412086,16679420,16928278,17059406,17028149,17194767,17562289,17828791,18441212,18768909,17313365,20118269
AT1G03880.1	17313365
AT1G03890	12417707,14688293,14682612,15908592,16412086,16504176,16679420,17059406,17562289,17828791,20118269
AT1G03900	11346655,17164256,18299247,18775970,20736450
AT1G03905	15381434,16460505,18299247,20736450
AT1G03910	18315867,23454656,24023856
AT1G03910.1	18315867
