AT1G01010	2200935
AT1G01020	2200940
AT1G01030	2200950
AT1G01040	2200960
AT1G01046	4515102484
AT1G01050	2200965
AT1G01060	2200970
AT1G01070	2200990
AT1G01073	5019474601
AT1G01080	2200975
AT1G01090	2200980
AT1G01100	2200985
AT1G01110	2200945
AT1G01115	5019474602
AT1G01120	2200955
AT1G01130	2035357
AT1G01140	2035367
AT1G01150	2035372
AT1G01160	2035232
AT1G01170	2035247
AT1G01180	2035262
AT1G01183	1009023078
AT1G01190	2035282
AT1G01200	2035302
AT1G01210	2035322
AT1G01220	2035362
AT1G01225	505006091
AT1G01230	2035352
AT1G01240	2035242
AT1G01250	2035257
AT1G01260	2035237
AT1G01270	3691158
AT1G01280	2035267
AT1G01290	2035277
AT1G01300	2035297
AT1G01305	4515102485
AT1G01310	2035317
AT1G01320	2035327
AT1G01340	2035347
AT1G01350	2035377
AT1G01355	4515102486
AT1G01360	2035227
AT1G01370	2035252
AT1G01380	2035287
AT1G01390	2035272
AT1G01400	2035292
AT1G01410	2035312
AT1G01420	2035332
AT1G01430	2035342
AT1G01440	2035307
AT1G01448	4010713406
AT1G01450	2025356
AT1G01453	4515102487
AT1G01460	2025336
AT1G01470	2025346
AT1G01471	4515102488
AT1G01480	2025361
AT1G01490	2025421
AT1G01500	2025401
AT1G01510	2025376
AT1G01520	2025411
AT1G01530	2025386
AT1G01540	2025396
AT1G01550	2025406
AT1G01560	2025341
AT1G01570	2025416
AT1G01580	2025351
AT1G01590	2025366
AT1G01600	2025371
AT1G01610	2025381
AT1G01620	2025391
AT1G01630	2198135
AT1G01640	2198140
AT1G01650	2198155
AT1G01660	2198165
AT1G01670	2198180
AT1G01680	2198190
AT1G01690	2198200
AT1G01695	4515102489
AT1G01700	2198220
AT1G01710	2198205
AT1G01720	2198225
AT1G01725	505006092
AT1G01730	2198145
AT1G01740	2198160
AT1G01750	2198175
AT1G01760	2198185
AT1G01770	2198195
AT1G01780	2198210
AT1G01790	2198215
AT1G01800	2198230
AT1G01810	2198240
AT1G01820	2198150
AT1G01830	2198235
AT1G01840	2198170
AT1G01860	2025437
AT1G01870	3689108
AT1G01880	2025447
AT1G01890	3689111
AT1G01900	2025457
AT1G01910	2025467
AT1G01920	2025477
AT1G01930	2025487
AT1G01940	2025492
AT1G01950	2025497
AT1G01960	2025502
AT1G01970	2025442
AT1G01980	2025452
AT1G01990	2025462
AT1G02000	2025472
AT1G02010	2025482
AT1G02020	2205639
AT1G02030	2205649
AT1G02040	2205583
AT1G02050	2205588
AT1G02060	2205609
AT1G02065	504956101
AT1G02070	2205578
AT1G02074	4515102490
AT1G02080	2205614
AT1G02090	2205593
AT1G02100	2205619
AT1G02110	2205598
AT1G02120	2205625
AT1G02130	2205603
AT1G02136	4515102491
AT1G02140	2205630
AT1G02145	4010713407
AT1G02150	2204793
AT1G02160	2204883
AT1G02170	2204798
AT1G02180	2204803
AT1G02190	2204813
AT1G02205	2827068
AT1G02210	2204788
AT1G02220	2204833
AT1G02228	4010713408
AT1G02230	2204783
AT1G02250	2204853
AT1G02260	2204858
AT1G02270	2204863
AT1G02280	2204923
AT1G02290	2204868
AT1G02300	2204873
AT1G02305	505006093
AT1G02310	2204878
AT1G02320	2204893
AT1G02330	2204888
AT1G02335	2827077
AT1G02340	2204898
AT1G02350	2204908
AT1G02360	2204918
AT1G02370	2204808
AT1G02380	2204903
AT1G02390	2204818
AT1G02391	4515102492
AT1G02400	2204823
AT1G02405	504956113
AT1G02410	2204838
AT1G02420	2204913
AT1G02430	2204848
AT1G02440	2196075
AT1G02450	2196065
AT1G02460	2196055
AT1G02470	2196165
AT1G02475	505006094
AT1G02480	3691872
AT1G02490	2196150
AT1G02500	2196160
AT1G02510	2196155
AT1G02520	2196145
AT1G02530	2196135
AT1G02540	2196100
AT1G02550	2196130
AT1G02560	2196120
AT1G02570	2196105
AT1G02575	6530298127
AT1G02580	2196110
AT1G02590	2196095
AT1G02600	3691869
AT1G02610	2196085
AT1G02620	2196080
AT1G02630	2196070
AT1G02640	2196060
AT1G02650	2196050
AT1G02660	2196045
AT1G02670	2196115
AT1G02680	2196040
AT1G02681	5019474603
AT1G02690	2196140
AT1G02700	2196035
AT1G02710	2196090
AT1G02720	2024740
AT1G02730	2024745
AT1G02740	2024725
AT1G02750	2196125
AT1G02760	3688993
AT1G02770	2024705
AT1G02780	2024695
AT1G02790	2024680
AT1G02800	2024670
AT1G02810	2024750
AT1G02813	505006095
AT1G02816	505006096
AT1G02820	2024735
AT1G02830	2024715
AT1G02840	2024770
AT1G02850	2024685
AT1G02860	2024675
AT1G02870	2024665
AT1G02880	2024660
AT1G02890	2024655
AT1G02900	2024730
AT1G02910	2024720
AT1G02920	2024700
AT1G02930	2024690
AT1G02940	2024775
AT1G02950	2024765
AT1G02952	4010713409
AT1G02960	2024760
AT1G02965	504956274
AT1G02970	2024780
AT1G02980	2024755
AT1G02990	2024710
AT1G03000	2007574
AT1G03010	2007564
AT1G03020	2007554
AT1G03022	4515102493
AT1G03030	2007544
AT1G03040	2007534
AT1G03050	2007524
AT1G03055	505006097
AT1G03060	2007514
AT1G03070	2007509
AT1G03080	2007569
AT1G03090	2007559
AT1G03100	2007549
AT1G03103	1006230669
AT1G03106	1006230670
AT1G03110	2007539
AT1G03120	2007529
AT1G03130	2007519
AT1G03140	2007589
AT1G03150	2007584
AT1G03160	2007579
AT1G03170	2014560
AT1G03180	2014550
AT1G03190	2014525
AT1G03200	2014495
AT1G03210	2014485
AT1G03220	2014475
AT1G03230	2014465
AT1G03240	2014555
AT1G03250	2014545
AT1G03260	2014530
AT1G03270	2014520
AT1G03280	2014515
AT1G03290	2014540
AT1G03300	2014505
AT1G03310	2014500
AT1G03320	2014490
AT1G03330	2014480
AT1G03340	2014470
AT1G03350	2014460
AT1G03360	2014535
AT1G03365	6530298128
AT1G03370	2014510
AT1G03380	2020853
AT1G03390	2020838
AT1G03400	2020818
AT1G03410	2020798
AT1G03420	2020758
AT1G03430	2020868
AT1G03440	2020733
AT1G03445	2825042
AT1G03457	2825067
AT1G03470	2020843
AT1G03475	2825062
AT1G03490	2020803
AT1G03495	2825047
AT1G03502	3688788
AT1G03506	3688785
AT1G03510	2020763
AT1G03515	1005716757
AT1G03520	2020748
AT1G03530	2020713
AT1G03540	2020703
AT1G03545	6530298129
AT1G03550	2020828
AT1G03560	2020808
AT1G03570	3688779
AT1G03580	504956281
AT1G03590	2020863
AT1G03600	2020788
AT1G03610	2020768
AT1G03620	2020753
AT1G03630	2020738
AT1G03640	3688782
AT1G03650	2020718
AT1G03660	2020848
AT1G03670	2020833
AT1G03680	2020813
AT1G03687	2825052
AT1G03700	2020773
AT1G03710	2020743
AT1G03720	2020778
AT1G03730	2020728
AT1G03740	2020708
AT1G03743	3688791
AT1G03746	1005716756
AT1G03750	2024198
AT1G03760	2024188
AT1G03770	2024152
AT1G03780	2024132
AT1G03790	2024112
AT1G03800	2024249
AT1G03810	2024239
AT1G03820	2024214
AT1G03830	2024203
AT1G03840	2024193
AT1G03850	2024162
AT1G03860	2024142
AT1G03870	2024122
AT1G03880	2024234
AT1G03890	2024219
AT1G03900	2024208
AT1G03905	505006098
AT1G03910	2024182
AT1G03920	2024167
AT1G03930	2024147
AT1G03935	3688886
AT1G03940	2024127
AT1G03950	2024107
AT1G03960	2024254
AT1G03970	2024224
AT1G03980	2024172
AT1G03982	1009023072
AT1G03990	2024157
AT1G04000	2024137
AT1G04010	2024117
AT1G04020	2024244
AT1G04030	2024177
AT1G04040	2024102
AT1G04050	2024229
AT1G04070	2020275
AT1G04080	2020265
AT1G04090	2020210
AT1G04100	2020255
AT1G04110	2020245
AT1G04120	2020235
AT1G04130	2020225
AT1G04140	2020285
AT1G04150	2020280
AT1G04160	2020270
AT1G04170	2020260
AT1G04171	4515102494
AT1G04180	2020250
AT1G04190	2020240
AT1G04200	2020230
AT1G04210	2020220
AT1G04220	2020215
AT1G04230	2018284
AT1G04240	2018379
AT1G04250	2018374
AT1G04260	2018359
AT1G04270	2018324
AT1G04280	2018304
AT1G04290	2018294
AT1G04295	4010713410
AT1G04300	2018279
AT1G04310	2018259
AT1G04320	3688226
AT1G04330	2018249
AT1G04340	2018364
AT1G04350	2018349
AT1G04360	2018334
AT1G04370	2018289
AT1G04380	2018274
AT1G04390	2018264
AT1G04400	2018254
AT1G04410	2018244
AT1G04420	2018239
AT1G04425	4515102495
AT1G04430	2018329
AT1G04440	2018269
AT1G04445	504956290
AT1G04450	2018369
AT1G04457	5019474604
AT1G04470	2018339
AT1G04480	2018309
AT1G04490	2018299
AT1G04500	2018344
AT1G04501	4515102496
AT1G04510	2018319
AT1G04520	2018314
AT1G04530	2197768
AT1G04540	2197868
AT1G04550	2197838
AT1G04555	4010713411
AT1G04560	2197823
AT1G04570	2197803
AT1G04580	2197798
AT1G04590	2197783
AT1G04600	2197773
AT1G04610	2197863
AT1G04620	2197848
AT1G04625	1006230762
AT1G04630	2197833
AT1G04635	504956160
AT1G04640	2197818
AT1G04645	505006099
AT1G04650	2197858
AT1G04660	2197843
AT1G04670	2197828
AT1G04680	2197808
AT1G04684	4515102497
AT1G04690	2197793
AT1G04700	2197788
AT1G04710	2197778
AT1G04720	3692162
AT1G04730	2197853
AT1G04750	2010642
AT1G04760	2010627
AT1G04770	2010612
AT1G04778	4010713412
AT1G04780	2010597
AT1G04790	2010582
AT1G04800	2010682
AT1G04810	2010672
AT1G04820	2010677
AT1G04830	2010662
AT1G04840	2010652
AT1G04850	2010637
AT1G04860	2010622
AT1G04870	2010607
AT1G04880	2010587
AT1G04890	2010572
AT1G04900	2010567
AT1G04910	2010657
AT1G04920	2010647
AT1G04930	2010632
AT1G04940	2010617
AT1G04945	4010713413
AT1G04950	2010667
AT1G04960	2010602
AT1G04970	2010592
AT1G04980	2010577
AT1G04985	2824357
AT1G04990	2010562
AT1G05000	2205513
AT1G05010	2205568
AT1G05020	2205558
AT1G05030	2205548
AT1G05040	2205518
AT1G05055	504956103
AT1G05060	2205553
AT1G05061	5019474605
AT1G05065	504956102
AT1G05070	2205543
AT1G05080	2205533
AT1G05085	1006230781
AT1G05090	2205528
AT1G05100	2205523
AT1G05120	2207175
AT1G05135	1005716660
AT1G05136	4515102498
AT1G05140	2207145
AT1G05150	2207255
AT1G05160	2207240
AT1G05170	2207225
AT1G05180	2207220
AT1G05190	2207190
AT1G05200	2207165
AT1G05205	505006100
AT1G05210	2207150
AT1G05220	2207250
AT1G05230	2207235
AT1G05240	2817952
AT1G05250	2207215
AT1G05260	2207210
AT1G05270	2207205
AT1G05280	2207170
AT1G05290	2207155
AT1G05291	4515102499
AT1G05300	2207140
AT1G05310	2207245
AT1G05320	2207230
AT1G05330	2207200
AT1G05340	2207195
AT1G05350	2207185
AT1G05360	2207180
AT1G05370	2201061
